,ToS,stock,seller,buyer,volume,tradeID
0,6063,0,world,djruh,1.0,6063|0worlddjruh1.0
0,6063,2,world,djruh,130.0,6063|2worlddjruh130.0
0,6063,4,hjmxr,world,-1.0,6063|4worldhjmxr-1.0
0,6063,5,hjmxr,world,-1.0,6063|5worldhjmxr-1.0
0,6063,6,world,hjmxr,1.0,6063|6worldhjmxr1.0
0,6063,7,hjmxr,world,-21.0,6063|7worldhjmxr-21.0
0,6063,8,world,hipzw,1.0,6063|8worldhipzw1.0
0,6063,10,hipzw,world,-5.0,6063|10worldhipzw-5.0
0,6063,13,world,wizey,4.0,6063|13worldwizey4.0
0,6063,14,wizey,world,-16.0,6063|14worldwizey-16.0
0,6063,15,world,wizey,2.0,6063|15worldwizey2.0
0,6063,19,uitcq,world,-11.0,6063|19worlduitcq-11.0
0,6064,0,djruh,world,-4.0,6064|0worlddjruh-4.0
0,6064,2,world,djruh,31.0,6064|2worlddjruh31.0
0,6064,4,world,hjmxr,10.0,6064|4worldhjmxr10.0
0,6064,5,hjmxr,world,-14.0,6064|5worldhjmxr-14.0
0,6064,6,world,hjmxr,4.0,6064|6worldhjmxr4.0
0,6064,7,hjmxr,world,-6.0,6064|7worldhjmxr-6.0
0,6064,8,hipzw,world,-18.0,6064|8worldhipzw-18.0
0,6064,9,hipzw,world,-34.0,6064|9worldhipzw-34.0
0,6064,10,world,hipzw,28.0,6064|10worldhipzw28.0
0,6064,13,wizey,world,-8.0,6064|13worldwizey-8.0
0,6064,14,world,wizey,1.0,6064|14worldwizey1.0
0,6064,15,world,wizey,20.0,6064|15worldwizey20.0
0,6064,19,world,uitcq,15.0,6064|19worlduitcq15.0
0,6065,0,djruh,world,-5.0,6065|0worlddjruh-5.0
0,6065,2,world,djruh,86.0,6065|2worlddjruh86.0
0,6065,4,world,hjmxr,19.0,6065|4worldhjmxr19.0
0,6065,5,world,hjmxr,2.0,6065|5worldhjmxr2.0
0,6065,6,hjmxr,world,-2.0,6065|6worldhjmxr-2.0
0,6065,7,hjmxr,world,-33.0,6065|7worldhjmxr-33.0
0,6065,8,hipzw,world,-33.0,6065|8worldhipzw-33.0
0,6065,9,world,hipzw,112.0,6065|9worldhipzw112.0
0,6065,10,hipzw,world,-25.0,6065|10worldhipzw-25.0
0,6065,13,world,wizey,23.0,6065|13worldwizey23.0
0,6065,14,wizey,world,-40.0,6065|14worldwizey-40.0
0,6065,15,world,wizey,17.0,6065|15worldwizey17.0
0,6065,19,world,uitcq,7.0,6065|19worlduitcq7.0
0,6066,0,world,djruh,415.0,6066|0worlddjruh415.0
0,6066,2,djruh,world,-376.0,6066|2worlddjruh-376.0
0,6066,4,hjmxr,world,-7.0,6066|4worldhjmxr-7.0
0,6066,5,world,hjmxr,11.0,6066|5worldhjmxr11.0
0,6066,6,world,hjmxr,5.0,6066|6worldhjmxr5.0
0,6066,7,hjmxr,world,-9.0,6066|7worldhjmxr-9.0
0,6066,9,hipzw,world,-2.0,6066|9worldhipzw-2.0
0,6066,10,hipzw,world,-3.0,6066|10worldhipzw-3.0
0,6066,13,wizey,world,-4.0,6066|13worldwizey-4.0
0,6066,14,wizey,world,-10.0,6066|14worldwizey-10.0
0,6066,15,world,wizey,6.0,6066|15worldwizey6.0
0,6066,19,uitcq,world,-5.0,6066|19worlduitcq-5.0
0,6067,0,djruh,world,-734.0,6067|0worlddjruh-734.0
0,6067,2,world,djruh,735.0,6067|2worlddjruh735.0
0,6067,4,hjmxr,world,-1.0,6067|4worldhjmxr-1.0
0,6067,5,hjmxr,world,-14.0,6067|5worldhjmxr-14.0
0,6067,6,world,hjmxr,11.0,6067|6worldhjmxr11.0
0,6067,7,hjmxr,world,-5.0,6067|7worldhjmxr-5.0
0,6067,9,world,hipzw,3.0,6067|9worldhipzw3.0
0,6067,10,hipzw,world,-1.0,6067|10worldhipzw-1.0
0,6067,13,wizey,world,-30.0,6067|13worldwizey-30.0
0,6067,14,world,wizey,15.0,6067|14worldwizey15.0
0,6067,15,world,wizey,19.0,6067|15worldwizey19.0
0,6067,19,world,uitcq,27.0,6067|19worlduitcq27.0
0,6068,0,world,djruh,1.0,6068|0worlddjruh1.0
0,6068,2,world,djruh,86.0,6068|2worlddjruh86.0
0,6068,4,world,hjmxr,11.0,6068|4worldhjmxr11.0
0,6068,5,hjmxr,world,-14.0,6068|5worldhjmxr-14.0
0,6068,6,world,hjmxr,17.0,6068|6worldhjmxr17.0
0,6068,7,hjmxr,world,-34.0,6068|7worldhjmxr-34.0
0,6068,8,world,hipzw,1.0,6068|8worldhipzw1.0
0,6068,9,hipzw,world,-2.0,6068|9worldhipzw-2.0
0,6068,10,hipzw,world,-5.0,6068|10worldhipzw-5.0
0,6068,13,wizey,world,-15.0,6068|13worldwizey-15.0
0,6068,14,world,wizey,10.0,6068|14worldwizey10.0
0,6068,15,wizey,world,-5.0,6068|15worldwizey-5.0
0,6068,19,world,uitcq,13.0,6068|19worlduitcq13.0
0,6069,0,djruh,world,-296.0,6069|0worlddjruh-296.0
0,6069,2,world,djruh,225.0,6069|2worlddjruh225.0
0,6069,4,hjmxr,world,-4.0,6069|4worldhjmxr-4.0
0,6069,5,world,hjmxr,9.0,6069|5worldhjmxr9.0
0,6069,6,hjmxr,world,-3.0,6069|6worldhjmxr-3.0
0,6069,7,hjmxr,world,-1.0,6069|7worldhjmxr-1.0
0,6069,8,hipzw,world,-13.0,6069|8worldhipzw-13.0
0,6069,9,hipzw,world,-54.0,6069|9worldhipzw-54.0
0,6069,10,world,hipzw,43.0,6069|10worldhipzw43.0
0,6069,13,wizey,world,-8.0,6069|13worldwizey-8.0
0,6069,14,wizey,world,-12.0,6069|14worldwizey-12.0
0,6069,15,world,wizey,25.0,6069|15worldwizey25.0
0,6069,19,world,uitcq,7.0,6069|19worlduitcq7.0
0,6070,2,djruh,world,-26.0,6070|2worlddjruh-26.0
0,6070,4,hjmxr,world,-10.0,6070|4worldhjmxr-10.0
0,6070,5,world,hjmxr,4.0,6070|5worldhjmxr4.0
0,6070,6,hjmxr,world,-5.0,6070|6worldhjmxr-5.0
0,6070,7,world,hjmxr,16.0,6070|7worldhjmxr16.0
0,6070,8,hipzw,world,-36.0,6070|8worldhipzw-36.0
0,6070,9,world,hipzw,93.0,6070|9worldhipzw93.0
0,6070,10,hipzw,world,-13.0,6070|10worldhipzw-13.0
0,6070,13,world,wizey,15.0,6070|13worldwizey15.0
0,6070,14,wizey,world,-5.0,6070|14worldwizey-5.0
0,6070,15,wizey,world,-6.0,6070|15worldwizey-6.0
0,6070,19,uitcq,world,-3.0,6070|19worlduitcq-3.0
0,6071,2,djruh,world,-73.0,6071|2worlddjruh-73.0
0,6071,4,hjmxr,world,-16.0,6071|4worldhjmxr-16.0
0,6071,6,world,hjmxr,6.0,6071|6worldhjmxr6.0
0,6071,7,world,hjmxr,6.0,6071|7worldhjmxr6.0
0,6071,8,hipzw,world,-2.0,6071|8worldhipzw-2.0
0,6071,9,world,hipzw,65.0,6071|9worldhipzw65.0
0,6071,10,hipzw,world,-34.0,6071|10worldhipzw-34.0
0,6071,13,world,wizey,6.0,6071|13worldwizey6.0
0,6071,14,wizey,world,-25.0,6071|14worldwizey-25.0
0,6071,15,world,wizey,26.0,6071|15worldwizey26.0
0,6071,19,world,uitcq,27.0,6071|19worlduitcq27.0
0,6072,2,world,djruh,50.0,6072|2worlddjruh50.0
0,6072,4,hjmxr,world,-7.0,6072|4worldhjmxr-7.0
0,6072,5,hjmxr,world,-10.0,6072|5worldhjmxr-10.0
0,6072,6,world,hjmxr,13.0,6072|6worldhjmxr13.0
0,6072,7,hjmxr,world,-2.0,6072|7worldhjmxr-2.0
0,6072,9,hipzw,world,-13.0,6072|9worldhipzw-13.0
0,6072,10,hipzw,world,-4.0,6072|10worldhipzw-4.0
0,6072,13,wizey,world,-1.0,6072|13worldwizey-1.0
0,6072,14,wizey,world,-13.0,6072|14worldwizey-13.0
0,6072,15,world,wizey,9.0,6072|15worldwizey9.0
0,6072,19,world,uitcq,24.0,6072|19worlduitcq24.0
0,6073,2,djruh,world,-15.0,6073|2worlddjruh-15.0
0,6073,4,hjmxr,world,-23.0,6073|4worldhjmxr-23.0
0,6073,5,world,hjmxr,19.0,6073|5worldhjmxr19.0
0,6073,6,world,hjmxr,1.0,6073|6worldhjmxr1.0
0,6073,7,hjmxr,world,-9.0,6073|7worldhjmxr-9.0
0,6073,8,hipzw,world,-20.0,6073|8worldhipzw-20.0
0,6073,9,hipzw,world,-45.0,6073|9worldhipzw-45.0
0,6073,10,world,hipzw,38.0,6073|10worldhipzw38.0
0,6073,13,world,wizey,3.0,6073|13worldwizey3.0
0,6073,14,world,wizey,5.0,6073|14worldwizey5.0
0,6073,15,wizey,world,-10.0,6073|15worldwizey-10.0
0,6073,19,world,uitcq,14.0,6073|19worlduitcq14.0
0,6074,2,world,djruh,62.0,6074|2worlddjruh62.0
0,6074,4,world,hjmxr,4.0,6074|4worldhjmxr4.0
0,6074,5,world,hjmxr,8.0,6074|5worldhjmxr8.0
0,6074,6,world,hjmxr,1.0,6074|6worldhjmxr1.0
0,6074,7,hjmxr,world,-30.0,6074|7worldhjmxr-30.0
0,6074,8,hipzw,world,-56.0,6074|8worldhipzw-56.0
0,6074,9,world,hipzw,76.0,6074|9worldhipzw76.0
0,6074,10,world,hipzw,22.0,6074|10worldhipzw22.0
0,6074,13,world,wizey,28.0,6074|13worldwizey28.0
0,6074,14,wizey,world,-13.0,6074|14worldwizey-13.0
0,6074,15,wizey,world,-26.0,6074|15worldwizey-26.0
0,6074,19,uitcq,world,-38.0,6074|19worlduitcq-38.0
0,6075,2,djruh,world,-95.0,6075|2worlddjruh-95.0
0,6075,4,world,hjmxr,21.0,6075|4worldhjmxr21.0
0,6075,5,world,hjmxr,1.0,6075|5worldhjmxr1.0
0,6075,6,hjmxr,world,-9.0,6075|6worldhjmxr-9.0
0,6075,7,hjmxr,world,-4.0,6075|7worldhjmxr-4.0
0,6075,8,world,hipzw,8.0,6075|8worldhipzw8.0
0,6075,9,hipzw,world,-62.0,6075|9worldhipzw-62.0
0,6075,10,world,hipzw,29.0,6075|10worldhipzw29.0
0,6075,13,world,wizey,2.0,6075|13worldwizey2.0
0,6075,14,wizey,world,-14.0,6075|14worldwizey-14.0
0,6075,15,world,wizey,9.0,6075|15worldwizey9.0
0,6075,19,uitcq,world,-1.0,6075|19worlduitcq-1.0
0,6076,2,world,djruh,144.0,6076|2worlddjruh144.0
0,6076,4,hjmxr,world,-10.0,6076|4worldhjmxr-10.0
0,6076,5,hjmxr,world,-15.0,6076|5worldhjmxr-15.0
0,6076,6,world,hjmxr,12.0,6076|6worldhjmxr12.0
0,6076,7,hjmxr,world,-6.0,6076|7worldhjmxr-6.0
0,6076,8,hipzw,world,-119.0,6076|8worldhipzw-119.0
0,6076,9,world,hipzw,23.0,6076|9worldhipzw23.0
0,6076,10,world,hipzw,113.0,6076|10worldhipzw113.0
0,6076,13,wizey,world,-2.0,6076|13worldwizey-2.0
0,6076,14,wizey,world,-8.0,6076|14worldwizey-8.0
0,6076,15,wizey,world,-1.0,6076|15worldwizey-1.0
0,6076,19,world,uitcq,19.0,6076|19worlduitcq19.0
0,6077,2,world,djruh,53.0,6077|2worlddjruh53.0
0,6077,4,hjmxr,world,-8.0,6077|4worldhjmxr-8.0
0,6077,5,world,hjmxr,17.0,6077|5worldhjmxr17.0
0,6077,6,hjmxr,world,-14.0,6077|6worldhjmxr-14.0
0,6077,7,world,hjmxr,25.0,6077|7worldhjmxr25.0
0,6077,8,hipzw,world,-28.0,6077|8worldhipzw-28.0
0,6077,9,world,hipzw,44.0,6077|9worldhipzw44.0
0,6077,13,wizey,world,-1.0,6077|13worldwizey-1.0
0,6077,14,wizey,world,-12.0,6077|14worldwizey-12.0
0,6077,15,world,wizey,15.0,6077|15worldwizey15.0
0,6077,19,world,uitcq,4.0,6077|19worlduitcq4.0
0,6078,0,world,djruh,607.0,6078|0worlddjruh607.0
0,6078,2,djruh,world,-515.0,6078|2worlddjruh-515.0
0,6078,4,hjmxr,world,-19.0,6078|4worldhjmxr-19.0
0,6078,5,world,hjmxr,12.0,6078|5worldhjmxr12.0
0,6078,6,world,hjmxr,6.0,6078|6worldhjmxr6.0
0,6078,7,hjmxr,world,-10.0,6078|7worldhjmxr-10.0
0,6078,9,world,hipzw,101.0,6078|9worldhipzw101.0
0,6078,10,hipzw,world,-52.0,6078|10worldhipzw-52.0
0,6078,13,world,wizey,10.0,6078|13worldwizey10.0
0,6078,14,wizey,world,-14.0,6078|14worldwizey-14.0
0,6078,15,wizey,world,-14.0,6078|15worldwizey-14.0
0,6078,19,world,uitcq,8.0,6078|19worlduitcq8.0
0,6079,0,world,djruh,707.0,6079|0worlddjruh707.0
0,6079,2,djruh,world,-667.0,6079|2worlddjruh-667.0
0,6079,4,world,hjmxr,3.0,6079|4worldhjmxr3.0
0,6079,6,hjmxr,world,-11.0,6079|6worldhjmxr-11.0
0,6079,7,world,hjmxr,18.0,6079|7worldhjmxr18.0
0,6079,9,world,hipzw,97.0,6079|9worldhipzw97.0
0,6079,10,hipzw,world,-57.0,6079|10worldhipzw-57.0
0,6079,13,wizey,world,-8.0,6079|13worldwizey-8.0
0,6079,14,world,wizey,10.0,6079|14worldwizey10.0
0,6079,15,wizey,world,-5.0,6079|15worldwizey-5.0
0,6079,19,uitcq,world,-2.0,6079|19worlduitcq-2.0
0,6080,0,djruh,world,-3.0,6080|0worlddjruh-3.0
0,6080,2,world,djruh,9.0,6080|2worlddjruh9.0
0,6080,4,world,hjmxr,18.0,6080|4worldhjmxr18.0
0,6080,5,hjmxr,world,-1.0,6080|5worldhjmxr-1.0
0,6080,7,hjmxr,world,-29.0,6080|7worldhjmxr-29.0
0,6080,9,world,hipzw,19.0,6080|9worldhipzw19.0
0,6080,10,hipzw,world,-4.0,6080|10worldhipzw-4.0
0,6080,13,world,wizey,5.0,6080|13worldwizey5.0
0,6080,14,world,wizey,2.0,6080|14worldwizey2.0
0,6080,15,wizey,world,-7.0,6080|15worldwizey-7.0
0,6080,19,world,uitcq,46.0,6080|19worlduitcq46.0
0,6081,0,djruh,world,-312.0,6081|0worlddjruh-312.0
0,6081,2,world,djruh,330.0,6081|2worlddjruh330.0
0,6081,4,world,hjmxr,7.0,6081|4worldhjmxr7.0
0,6081,5,hjmxr,world,-1.0,6081|5worldhjmxr-1.0
0,6081,6,world,hjmxr,3.0,6081|6worldhjmxr3.0
0,6081,7,hjmxr,world,-18.0,6081|7worldhjmxr-18.0
0,6081,9,hipzw,world,-71.0,6081|9worldhipzw-71.0
0,6081,10,world,hipzw,38.0,6081|10worldhipzw38.0
0,6081,13,world,wizey,18.0,6081|13worldwizey18.0
0,6081,14,world,wizey,18.0,6081|14worldwizey18.0
0,6081,15,wizey,world,-46.0,6081|15worldwizey-46.0
0,6081,19,uitcq,world,-30.0,6081|19worlduitcq-30.0
0,6082,0,world,djruh,6.0,6082|0worlddjruh6.0
0,6082,2,djruh,world,-6.0,6082|2worlddjruh-6.0
0,6082,4,hjmxr,world,-14.0,6082|4worldhjmxr-14.0
0,6082,5,world,hjmxr,5.0,6082|5worldhjmxr5.0
0,6082,6,world,hjmxr,2.0,6082|6worldhjmxr2.0
0,6082,7,world,hjmxr,5.0,6082|7worldhjmxr5.0
0,6082,9,hipzw,world,-134.0,6082|9worldhipzw-134.0
0,6082,10,world,hipzw,70.0,6082|10worldhipzw70.0
0,6082,13,world,wizey,4.0,6082|13worldwizey4.0
0,6082,14,world,wizey,6.0,6082|14worldwizey6.0
0,6082,19,uitcq,world,-1.0,6082|19worlduitcq-1.0
0,6083,0,world,djruh,540.0,6083|0worlddjruh540.0
0,6083,2,djruh,world,-661.0,6083|2worlddjruh-661.0
0,6083,4,hjmxr,world,-19.0,6083|4worldhjmxr-19.0
0,6083,5,world,hjmxr,25.0,6083|5worldhjmxr25.0
0,6083,6,hjmxr,world,-12.0,6083|6worldhjmxr-12.0
0,6083,7,world,hjmxr,10.0,6083|7worldhjmxr10.0
0,6083,9,hipzw,world,-12.0,6083|9worldhipzw-12.0
0,6083,10,world,hipzw,2.0,6083|10worldhipzw2.0
0,6083,13,wizey,world,-4.0,6083|13worldwizey-4.0
0,6083,14,wizey,world,-2.0,6083|14worldwizey-2.0
0,6083,15,world,wizey,9.0,6083|15worldwizey9.0
0,6083,19,uitcq,world,-17.0,6083|19worlduitcq-17.0
0,6084,0,world,djruh,473.0,6084|0worlddjruh473.0
0,6084,2,djruh,world,-497.0,6084|2worlddjruh-497.0
0,6084,4,hjmxr,world,-9.0,6084|4worldhjmxr-9.0
0,6084,5,hjmxr,world,-16.0,6084|5worldhjmxr-16.0
0,6084,6,world,hjmxr,18.0,6084|6worldhjmxr18.0
0,6084,7,world,hjmxr,4.0,6084|7worldhjmxr4.0
0,6084,9,world,hipzw,31.0,6084|9worldhipzw31.0
0,6084,10,hipzw,world,-28.0,6084|10worldhipzw-28.0
0,6084,13,wizey,world,-9.0,6084|13worldwizey-9.0
0,6084,15,wizey,world,-1.0,6084|15worldwizey-1.0
0,6084,19,world,uitcq,24.0,6084|19worlduitcq24.0
0,6085,0,world,djruh,213.0,6085|0worlddjruh213.0
0,6085,2,djruh,world,-293.0,6085|2worlddjruh-293.0
0,6085,4,hjmxr,world,-12.0,6085|4worldhjmxr-12.0
0,6085,5,world,hjmxr,11.0,6085|5worldhjmxr11.0
0,6085,6,world,hjmxr,5.0,6085|6worldhjmxr5.0
0,6085,7,hjmxr,world,-17.0,6085|7worldhjmxr-17.0
0,6085,9,hipzw,world,-7.0,6085|9worldhipzw-7.0
0,6085,10,hipzw,world,-5.0,6085|10worldhipzw-5.0
0,6085,13,wizey,world,-3.0,6085|13worldwizey-3.0
0,6085,14,wizey,world,-24.0,6085|14worldwizey-24.0
0,6085,15,world,wizey,16.0,6085|15worldwizey16.0
0,6085,19,world,uitcq,10.0,6085|19worlduitcq10.0
0,6086,0,djruh,world,-314.0,6086|0worlddjruh-314.0
0,6086,2,world,djruh,335.0,6086|2worlddjruh335.0
0,6086,4,hjmxr,world,-6.0,6086|4worldhjmxr-6.0
0,6086,5,hjmxr,world,-3.0,6086|5worldhjmxr-3.0
0,6086,6,world,hjmxr,7.0,6086|6worldhjmxr7.0
0,6086,7,world,hjmxr,2.0,6086|7worldhjmxr2.0
0,6086,9,hipzw,world,-105.0,6086|9worldhipzw-105.0
0,6086,10,world,hipzw,57.0,6086|10worldhipzw57.0
0,6086,13,world,wizey,12.0,6086|13worldwizey12.0
0,6086,14,world,wizey,2.0,6086|14worldwizey2.0
0,6086,15,wizey,world,-25.0,6086|15worldwizey-25.0
0,6086,19,world,uitcq,19.0,6086|19worlduitcq19.0
0,6087,0,world,djruh,454.0,6087|0worlddjruh454.0
0,6087,2,djruh,world,-381.0,6087|2worlddjruh-381.0
0,6087,4,hjmxr,world,-2.0,6087|4worldhjmxr-2.0
0,6087,5,hjmxr,world,-25.0,6087|5worldhjmxr-25.0
0,6087,6,world,hjmxr,10.0,6087|6worldhjmxr10.0
0,6087,7,world,hjmxr,22.0,6087|7worldhjmxr22.0
0,6087,9,world,hipzw,10.0,6087|9worldhipzw10.0
0,6087,13,wizey,world,-11.0,6087|13worldwizey-11.0
0,6087,14,world,wizey,5.0,6087|14worldwizey5.0
0,6087,15,wizey,world,-7.0,6087|15worldwizey-7.0
0,6087,19,uitcq,world,-24.0,6087|19worlduitcq-24.0
0,6088,0,djruh,world,-224.0,6088|0worlddjruh-224.0
0,6088,2,world,djruh,218.0,6088|2worlddjruh218.0
0,6088,4,hjmxr,world,-30.0,6088|4worldhjmxr-30.0
0,6088,5,hjmxr,world,-14.0,6088|5worldhjmxr-14.0
0,6088,6,world,hjmxr,24.0,6088|6worldhjmxr24.0
0,6088,7,world,hjmxr,18.0,6088|7worldhjmxr18.0
0,6088,9,world,hipzw,11.0,6088|9worldhipzw11.0
0,6088,10,hipzw,world,-4.0,6088|10worldhipzw-4.0
0,6088,13,world,wizey,25.0,6088|13worldwizey25.0
0,6088,14,wizey,world,-9.0,6088|14worldwizey-9.0
0,6088,15,wizey,world,-20.0,6088|15worldwizey-20.0
0,6088,19,uitcq,world,-15.0,6088|19worlduitcq-15.0
0,6089,0,world,djruh,247.0,6089|0worlddjruh247.0
0,6089,2,djruh,world,-136.0,6089|2worlddjruh-136.0
0,6089,4,hjmxr,world,-4.0,6089|4worldhjmxr-4.0
0,6089,5,world,hjmxr,12.0,6089|5worldhjmxr12.0
0,6089,6,world,hjmxr,3.0,6089|6worldhjmxr3.0
0,6089,7,hjmxr,world,-34.0,6089|7worldhjmxr-34.0
0,6089,9,world,hipzw,14.0,6089|9worldhipzw14.0
0,6089,10,hipzw,world,-3.0,6089|10worldhipzw-3.0
0,6089,13,wizey,world,-7.0,6089|13worldwizey-7.0
0,6089,14,wizey,world,-11.0,6089|14worldwizey-11.0
0,6089,15,world,wizey,14.0,6089|15worldwizey14.0
0,6089,19,uitcq,world,-9.0,6089|19worlduitcq-9.0
0,6090,0,world,djruh,472.0,6090|0worlddjruh472.0
0,6090,2,djruh,world,-425.0,6090|2worlddjruh-425.0
0,6090,4,hjmxr,world,-10.0,6090|4worldhjmxr-10.0
0,6090,6,hjmxr,world,-3.0,6090|6worldhjmxr-3.0
0,6090,7,world,hjmxr,18.0,6090|7worldhjmxr18.0
0,6090,9,hipzw,world,-72.0,6090|9worldhipzw-72.0
0,6090,10,world,hipzw,46.0,6090|10worldhipzw46.0
0,6090,13,world,wizey,11.0,6090|13worldwizey11.0
0,6090,14,wizey,world,-26.0,6090|14worldwizey-26.0
0,6090,15,world,wizey,2.0,6090|15worldwizey2.0
0,6090,19,uitcq,world,-3.0,6090|19worlduitcq-3.0
0,6091,0,world,djruh,474.0,6091|0worlddjruh474.0
0,6091,2,djruh,world,-500.0,6091|2worlddjruh-500.0
0,6091,4,hjmxr,world,-16.0,6091|4worldhjmxr-16.0
0,6091,5,world,hjmxr,15.0,6091|5worldhjmxr15.0
0,6091,6,world,hjmxr,10.0,6091|6worldhjmxr10.0
0,6091,7,hjmxr,world,-34.0,6091|7worldhjmxr-34.0
0,6091,9,hipzw,world,-120.0,6091|9worldhipzw-120.0
0,6091,10,world,hipzw,56.0,6091|10worldhipzw56.0
0,6091,13,world,wizey,13.0,6091|13worldwizey13.0
0,6091,14,wizey,world,-8.0,6091|14worldwizey-8.0
0,6091,15,wizey,world,-14.0,6091|15worldwizey-14.0
0,6091,19,uitcq,world,-6.0,6091|19worlduitcq-6.0
0,6092,0,djruh,world,-11.0,6092|0worlddjruh-11.0
0,6092,2,world,djruh,22.0,6092|2worlddjruh22.0
0,6092,4,world,hjmxr,3.0,6092|4worldhjmxr3.0
0,6092,5,hjmxr,world,-9.0,6092|5worldhjmxr-9.0
0,6092,6,hjmxr,world,-3.0,6092|6worldhjmxr-3.0
0,6092,7,world,hjmxr,28.0,6092|7worldhjmxr28.0
0,6092,9,world,hipzw,65.0,6092|9worldhipzw65.0
0,6092,10,hipzw,world,-31.0,6092|10worldhipzw-31.0
0,6092,13,world,wizey,19.0,6092|13worldwizey19.0
0,6092,14,wizey,world,-10.0,6092|14worldwizey-10.0
0,6092,15,world,wizey,3.0,6092|15worldwizey3.0
0,6092,19,world,uitcq,16.0,6092|19worlduitcq16.0
0,6093,0,djruh,world,-157.0,6093|0worlddjruh-157.0
0,6093,2,world,djruh,130.0,6093|2worlddjruh130.0
0,6093,4,hjmxr,world,-2.0,6093|4worldhjmxr-2.0
0,6093,5,world,hjmxr,5.0,6093|5worldhjmxr5.0
0,6093,6,world,hjmxr,8.0,6093|6worldhjmxr8.0
0,6093,7,hjmxr,world,-34.0,6093|7worldhjmxr-34.0
0,6093,9,hipzw,world,-5.0,6093|9worldhipzw-5.0
0,6093,10,hipzw,world,-8.0,6093|10worldhipzw-8.0
0,6093,13,wizey,world,-8.0,6093|13worldwizey-8.0
0,6093,15,wizey,world,-1.0,6093|15worldwizey-1.0
0,6093,19,world,uitcq,16.0,6093|19worlduitcq16.0
0,6094,0,djruh,world,-11.0,6094|0worlddjruh-11.0
0,6094,2,djruh,world,-7.0,6094|2worlddjruh-7.0
0,6094,4,hjmxr,world,-5.0,6094|4worldhjmxr-5.0
0,6094,5,world,hjmxr,3.0,6094|5worldhjmxr3.0
0,6094,6,hjmxr,world,-5.0,6094|6worldhjmxr-5.0
0,6094,7,world,hjmxr,17.0,6094|7worldhjmxr17.0
0,6094,9,hipzw,world,-113.0,6094|9worldhipzw-113.0
0,6094,10,world,hipzw,52.0,6094|10worldhipzw52.0
0,6094,13,world,wizey,9.0,6094|13worldwizey9.0
0,6094,14,world,wizey,5.0,6094|14worldwizey5.0
0,6094,15,wizey,world,-4.0,6094|15worldwizey-4.0
0,6094,19,uitcq,world,-18.0,6094|19worlduitcq-18.0
0,6095,0,djruh,world,-150.0,6095|0worlddjruh-150.0
0,6095,2,world,djruh,167.0,6095|2worlddjruh167.0
0,6095,4,hjmxr,world,-10.0,6095|4worldhjmxr-10.0
0,6095,5,hjmxr,world,-20.0,6095|5worldhjmxr-20.0
0,6095,6,world,hjmxr,19.0,6095|6worldhjmxr19.0
0,6095,7,world,hjmxr,9.0,6095|7worldhjmxr9.0
0,6095,9,hipzw,world,-4.0,6095|9worldhipzw-4.0
0,6095,10,world,hipzw,5.0,6095|10worldhipzw5.0
0,6095,13,wizey,world,-6.0,6095|13worldwizey-6.0
0,6095,14,wizey,world,-5.0,6095|14worldwizey-5.0
0,6095,15,world,wizey,25.0,6095|15worldwizey25.0
0,6095,19,world,uitcq,4.0,6095|19worlduitcq4.0
0,6096,0,world,djruh,16.0,6096|0worlddjruh16.0
0,6096,2,world,djruh,3.0,6096|2worlddjruh3.0
0,6096,4,world,hjmxr,7.0,6096|4worldhjmxr7.0
0,6096,5,hjmxr,world,-6.0,6096|5worldhjmxr-6.0
0,6096,6,hjmxr,world,-13.0,6096|6worldhjmxr-13.0
0,6096,7,world,hjmxr,18.0,6096|7worldhjmxr18.0
0,6096,9,world,hipzw,65.0,6096|9worldhipzw65.0
0,6096,10,hipzw,world,-36.0,6096|10worldhipzw-36.0
0,6096,13,wizey,world,-3.0,6096|13worldwizey-3.0
0,6096,14,wizey,world,-3.0,6096|14worldwizey-3.0
0,6096,15,world,wizey,6.0,6096|15worldwizey6.0
0,6096,19,world,uitcq,10.0,6096|19worlduitcq10.0
0,6097,0,djruh,world,-302.0,6097|0worlddjruh-302.0
0,6097,2,world,djruh,294.0,6097|2worlddjruh294.0
0,6097,4,hjmxr,world,-11.0,6097|4worldhjmxr-11.0
0,6097,5,hjmxr,world,-28.0,6097|5worldhjmxr-28.0
0,6097,6,world,hjmxr,28.0,6097|6worldhjmxr28.0
0,6097,7,hjmxr,world,-3.0,6097|7worldhjmxr-3.0
0,6097,9,world,hipzw,71.0,6097|9worldhipzw71.0
0,6097,10,hipzw,world,-41.0,6097|10worldhipzw-41.0
0,6097,13,wizey,world,-19.0,6097|13worldwizey-19.0
0,6097,14,world,wizey,12.0,6097|14worldwizey12.0
0,6097,15,world,wizey,15.0,6097|15worldwizey15.0
0,6097,19,world,uitcq,19.0,6097|19worlduitcq19.0
0,6098,0,world,djruh,324.0,6098|0worlddjruh324.0
0,6098,2,djruh,world,-286.0,6098|2worlddjruh-286.0
0,6098,4,hjmxr,world,-22.0,6098|4worldhjmxr-22.0
0,6098,5,world,hjmxr,5.0,6098|5worldhjmxr5.0
0,6098,6,world,hjmxr,3.0,6098|6worldhjmxr3.0
0,6098,7,world,hjmxr,19.0,6098|7worldhjmxr19.0
0,6098,9,world,hipzw,59.0,6098|9worldhipzw59.0
0,6098,10,hipzw,world,-25.0,6098|10worldhipzw-25.0
